"C/A","UNIT","SCP","DATEn","TIMEn","DESCn","ENTRIESn","EXITSn"
"A007","R079","01-06-01","05-25-11","14:00:00","REGULAR",2744201,4217750
"A007","R079","01-06-01","05-25-11","18:00:00","REGULAR",2744824,4218441
"A007","R079","01-06-01","05-25-11","22:00:00","REGULAR",2745385,4218691
"A007","R079","01-06-01","05-26-11","02:00:00","REGULAR",2745540,4218748
"A007","R079","01-06-01","05-26-11","06:00:00","REGULAR",2745544,4218754
"A007","R079","01-06-01","05-26-11","10:00:00","REGULAR",2745620,4219512
"A007","R079","01-06-01","05-26-11","14:00:00","REGULAR",2745831,4220267
"A007","R079","01-06-01","05-26-11","18:00:00","REGULAR",2746448,4220929
"A007","R079","01-06-01","05-26-11","22:00:00","REGULAR",2746986,4221208
"A007","R079","01-06-01","05-27-11","02:00:00","REGULAR",2747167,4221276
"A007","R079","01-06-01","05-27-11","06:00:00","REGULAR",2747172,4221295
"A007","R079","01-06-01","05-27-11","10:00:00","REGULAR",2747244,4222000
"A007","R079","01-06-01","05-27-11","14:00:00","REGULAR",2747422,4222740
"A007","R079","01-06-01","05-27-11","18:00:00","REGULAR",2747998,4223504
"A007","R079","01-06-01","05-27-11","22:00:00","REGULAR",2748471,4223860
"A007","R079","01-06-02","05-21-11","02:00:00","REGULAR",1693590,1042987
"A007","R079","01-06-02","05-21-11","06:00:00","REGULAR",1693593,1042990
"A007","R079","01-06-02","05-21-11","10:00:00","REGULAR",1693603,1043087
"A007","R079","01-06-02","05-21-11","14:00:00","REGULAR",1693761,1043263
"A007","R079","01-06-02","05-21-11","18:00:00","REGULAR",1694267,1043394
"A007","R079","01-06-02","05-21-11","22:00:00","REGULAR",1694687,1043423
"A007","R079","01-06-02","05-22-11","02:00:00","REGULAR",1694739,1043432
"A007","R079","01-06-02","05-22-11","06:00:00","REGULAR",1694748,1043437
"A007","R079","01-06-02","05-22-11","10:00:00","REGULAR",1694755,1043487
"A007","R079","01-06-02","05-22-11","14:00:00","REGULAR",1694874,1043629
"A007","R079","01-06-02","05-22-11","18:00:00","REGULAR",1695160,1043751
"A007","R079","01-06-02","05-22-11","22:00:00","REGULAR",1695351,1043776
"A007","R079","01-06-02","05-23-11","02:00:00","REGULAR",1695375,1043779
"A007","R079","01-06-02","05-23-11","06:00:00","REGULAR",1695379,1043787
"A007","R079","01-06-02","05-23-11","10:00:00","REGULAR",1695407,1043977
"A007","R079","01-06-02","05-23-11","14:00:00","REGULAR",1695529,1044109
"A007","R079","01-06-02","05-23-11","18:00:00","REGULAR",1695931,1044197
"A007","R079","01-06-02","05-23-11","22:00:00","REGULAR",1696206,1044238
"A007","R079","01-06-02","05-24-11","02:00:00","REGULAR",1696237,1044245
"A007","R079","01-06-02","05-24-11","06:00:00","REGULAR",1696239,1044251
"A007","R079","01-06-02","05-24-11","10:00:00","REGULAR",1696262,1044449
"A007","R079","01-06-02","05-24-11","14:00:00","REGULAR",1696382,1044542
"A007","R079","01-06-02","05-24-11","18:00:00","REGULAR",1696800,1044639
"A007","R079","01-06-02","05-24-11","22:00:00","REGULAR",1697180,1044668
"A007","R079","01-06-02","05-25-11","02:00:00","REGULAR",1697247,1044673
"A007","R079","01-06-02","05-25-11","06:00:00","REGULAR",1697247,1044684
"A007","R079","01-06-02","05-25-11","10:00:00","REGULAR",1697281,1044874
"A007","R079","01-06-02","05-25-11","14:00:00","REGULAR",1697444,1044996
"A007","R079","01-06-02","05-25-11","18:00:00","REGULAR",1697903,1045109
"A007","R079","01-06-02","05-25-11","22:00:00","REGULAR",1698283,1045164
"A007","R079","01-06-02","05-26-11","02:00:00","REGULAR",1698343,1045167
"A007","R079","01-06-02","05-26-11","06:00:00","REGULAR",1698345,1045176
"A007","R079","01-06-02","05-26-11","10:00:00","REGULAR",1698369,1045355
"A007","R079","01-06-02","05-26-11","14:00:00","REGULAR",1698526,1045498
"A007","R079","01-06-02","05-26-11","18:00:00","REGULAR",1699032,1045595
"A007","R079","01-06-02","05-26-11","22:00:00","REGULAR",1699402,1045646
"A007","R079","01-06-02","05-27-11","02:00:00","REGULAR",1699452,1045651
"A007","R079","01-06-02","05-27-11","06:00:00","REGULAR",1699457,1045658
"A007","R079","01-06-02","05-27-11","10:00:00","REGULAR",1699520,1045831
"A007","R079","01-06-02","05-27-11","14:00:00","REGULAR",1699695,1045965
"A007","R079","01-06-02","05-27-11","18:00:00","REGULAR",1700233,1046059
"A007","R079","01-06-02","05-27-11","22:00:00","REGULAR",1700584,1046092
"A007","R079","01-06-03","05-21-11","02:00:00","REGULAR",3079164,1231334
"A007","R079","01-06-03","05-21-11","06:00:00","REGULAR",3079177,1231341
"A007","R079","01-06-03","05-21-11","10:00:00","REGULAR",3079218,1231393
"A007","R079","01-06-03","05-21-11","14:00:00","REGULAR",3079499,1231587
"A007","R079","01-06-03","05-21-11","18:00:00","REGULAR",3080102,1231911
"A007","R079","01-06-03","05-21-11","22:00:00","REGULAR",3080650,1232004
"A007","R079","01-06-03","05-22-11","02:00:00","REGULAR",3080755,1232021
"A007","R079","01-06-03","05-22-11","06:00:00","REGULAR",3080766,1232022
"A007","R079","01-06-03","05-22-11","10:00:00","REGULAR",3080801,1232040
"A007","R079","01-06-03","05-22-11","14:00:00","REGULAR",3081016,1232157
"A007","R079","01-06-03","05-22-11","18:00:00","REGULAR",3081503,1232327
"A007","R079","01-06-03","05-22-11","22:00:00","REGULAR",3081834,1232402
"A007","R079","01-06-03","05-23-11","02:00:00","REGULAR",3081890,1232411
"A007","R079","01-06-03","05-23-11","06:00:00","REGULAR",3081896,1232417
"A007","R079","01-06-03","05-23-11","10:00:00","REGULAR",3081969,1232591
"A007","R079","01-06-03","05-23-11","14:00:00","REGULAR",3082247,1232738
"A007","R079","01-06-03","05-23-11","18:00:00","REGULAR",3082904,1232979
"A007","R079","01-06-03","05-23-11","22:00:00","REGULAR",3083416,1233085
"A007","R079","01-06-03","05-24-11","02:00:00","REGULAR",3083508,1233097
"A007","R079","01-06-03","05-24-11","06:00:00","REGULAR",3083511,1233100
"A007","R079","01-06-03","05-24-11","10:00:00","REGULAR",3083604,1233323
"A007","R079","01-06-03","05-24-11","14:00:00","REGULAR",3083884,1233460
"A007","R079","01-06-03","05-24-11","18:00:00","REGULAR",3084550,1233689
"A007","R079","01-06-03","05-24-11","22:00:00","REGULAR",3085129,1233819
"A007","R079","01-06-03","05-25-11","02:00:00","REGULAR",3085246,1233828
"A007","R079","01-06-03","05-25-11","06:00:00","REGULAR",3085254,1233830
"A007","R079","01-06-03","05-25-11","10:00:00","REGULAR",3085351,1233989
"A007","R079","01-06-03","05-25-11","14:00:00","REGULAR",3085665,1234163
"A007","R079","01-06-03","05-25-11","18:00:00","REGULAR",3086370,1234419
"A007","R079","01-06-03","05-25-11","22:00:00","REGULAR",3086958,1234515
"A007","R079","01-06-03","05-26-11","02:00:00","REGULAR",3087071,1234532
"A007","R079","01-06-03","05-26-11","06:00:00","REGULAR",3087076,1234535
"A007","R079","01-06-03","05-26-11","10:00:00","REGULAR",3087156,1234753
"A007","R079","01-06-03","05-26-11","14:00:00","REGULAR",3087444,1234959
"A007","R079","01-06-03","05-26-11","18:00:00","REGULAR",3088233,1235148
"A007","R079","01-06-03","05-26-11","22:00:00","REGULAR",3088792,1235229
"A007","R079","01-06-03","05-27-11","02:00:00","REGULAR",3088912,1235247
"A007","R079","01-06-03","05-27-11","06:00:00","REGULAR",3088921,1235252
"A007","R079","01-06-03","05-27-11","10:00:00","REGULAR",3089009,1235397
"A007","R079","01-06-03","05-27-11","14:00:00","REGULAR",3089289,1235618
"A007","R079","01-06-03","05-27-11","18:00:00","REGULAR",3090091,1235887
"A007","R079","01-06-03","05-27-11","22:00:00","REGULAR",3090586,1236011
"A010","R080","00-00-00","05-21-11","00:00:00","REGULAR",2307743,958210
"A010","R080","00-00-00","05-21-11","04:00:00","REGULAR",2307861,958255
"A010","R080","00-00-00","05-21-11","04:00:00","RECOVR",2307861,958255
"A010","R080","00-00-00","05-21-11","08:00:00","AUD",2307920,958312
"A010","R080","00-00-00","05-21-11","12:00:00","REGULAR",2308130,958558
"A010","R080","00-00-00","05-21-11","16:00:00","REGULAR",2308594,958874
"A010","R080","00-00-00","05-21-11","20:00:00","REGULAR",2309182,959078
"A010","R080","00-00-00","05-22-11","00:00:00","REGULAR",2309555,959195
"A010","R080","00-00-00","05-22-11","04:00:00","REGULAR",2309647,959255
"A010","R080","00-00-00","05-22-11","04:00:00","RECOVR",2309647,959255
"A010","R080","00-00-00","05-22-11","08:00:00","AUD",2309688,959300
"A010","R080","00-00-00","05-22-11","12:00:00","REGULAR",2309870,959504
"A010","R080","00-00-00","05-22-11","16:00:00","REGULAR",2310260,959745
"A010","R080","00-00-00","05-22-11","20:00:00","REGULAR",2310792,959906
"A010","R080","00-00-00","05-23-11","00:00:00","REGULAR",2311068,959992
"A010","R080","00-00-00","05-23-11","04:00:00","REGULAR",2311114,959999
"A010","R080","00-00-00","05-23-11","04:00:00","RECOVR",2311114,959999
"A010","R080","00-00-00","05-23-11","07:48:44","AUD",2311190,960129
"A010","R080","00-00-00","05-23-11","08:00:00","REGULAR",2311199,960139
"A010","R080","00-00-00","05-23-11","12:00:00","REGULAR",2311520,960651
"A010","R080","00-00-00","05-23-11","16:00:00","REGULAR",2312068,960954
"A010","R080","00-00-00","05-23-11","20:00:00","REGULAR",2313086,961263
"A010","R080","00-00-00","05-24-11","00:00:00","REGULAR",2313520,961378
"A010","R080","00-00-00","05-24-11","04:00:00","REGULAR",2313622,961388
"A010","R080","00-00-00","05-24-11","04:00:00","RECOVR",2313622,961388
"A010","R080","00-00-00","05-24-11","08:00:00","AUD",2313698,961530
"A010","R080","00-00-00","05-24-11","12:00:00","REGULAR",2314003,962049
"A010","R080","00-00-00","05-24-11","16:00:00","REGULAR",2314589,962374
"A010","R080","00-00-00","05-24-11","20:00:00","REGULAR",2315542,962789
"A010","R080","00-00-00","05-25-11","00:00:00","REGULAR",2316015,962918
"A010","R080","00-00-00","05-25-11","04:00:00","REGULAR",2316094,962930
"A010","R080","00-00-00","05-25-11","04:00:00","REGULAR",2316094,962930
"A010","R080","00-00-00","05-25-11","08:00:00","REGULAR",2316167,963114
"A010","R080","00-00-00","05-25-11","12:00:00","REGULAR",2316489,963612
"A010","R080","00-00-00","05-25-11","16:00:00","REGULAR",2317123,963997
"A010","R080","00-00-00","05-25-11","20:00:00","REGULAR",2318164,964347
"A010","R080","00-00-00","05-26-11","00:00:00","REGULAR",2318686,964470
"A010","R080","00-00-00","05-26-11","04:00:00","REGULAR",2318784,964484
"A010","R080","00-00-00","05-26-11","08:00:00","REGULAR",2318865,964655
"A010","R080","00-00-00","05-26-11","12:00:00","REGULAR",2319187,965205
"A010","R080","00-00-00","05-26-11","16:00:00","REGULAR",2319781,965562
"A010","R080","00-00-00","05-26-11","20:00:00","REGULAR",2320829,965898
"A010","R080","00-00-00","05-27-11","00:00:00","REGULAR",2321373,966000
"A010","R080","00-00-00","05-27-11","04:00:00","REGULAR",2321462,966021
"A010","R080","00-00-00","05-27-11","04:00:00","RECOVR",2321462,966021
"A010","R080","00-00-00","05-27-11","08:00:00","AUD",2321548,966168
"A010","R080","00-00-00","05-27-11","12:00:00","REGULAR",2321859,966630
"A010","R080","00-00-00","05-27-11","16:00:00","REGULAR",2322549,967021
"A010","R080","00-00-00","05-27-11","20:00:00","REGULAR",2323280,967320
"A010","R080","00-00-01","05-21-11","00:00:00","REGULAR",10107042,3461326
"A010","R080","00-00-01","05-21-11","04:00:00","REGULAR",10107098,3461343
"A010","R080","00-00-01","05-21-11","04:00:00","RECOVR",10107098,3461343
"A010","R080","00-00-01","05-21-11","08:00:00","AUD",10107125,3461377
"A010","R080","00-00-01","05-21-11","12:00:00","REGULAR",10107256,3461497
"A010","R080","00-00-01","05-21-11","16:00:00","REGULAR",10107588,3461664
"A010","R080","00-00-01","05-21-11","20:00:00","REGULAR",10107994,3461814
"A010","R080","00-00-01","05-22-11","00:00:00","REGULAR",10108221,3461880
"A010","R080","00-00-01","05-22-11","04:00:00","REGULAR",10108277,3461907
"A010","R080","00-00-01","05-22-11","04:00:00","RECOVR",10108277,3461907
"A010","R080","00-00-01","05-22-11","08:00:00","AUD",10108306,3461934
"A010","R080","00-00-01","05-22-11","12:00:00","REGULAR",10108421,3462010
"A010","R080","00-00-01","05-22-11","16:00:00","REGULAR",10108660,3462159
"A010","R080","00-00-01","05-22-11","20:00:00","REGULAR",10109017,3462263
"A010","R080","00-00-01","05-23-11","00:00:00","REGULAR",10109162,3462308
"A010","R080","00-00-01","05-23-11","04:00:00","REGULAR",10109188,3462315
"A010","R080","00-00-01","05-23-11","04:00:00","RECOVR",10109188,3462315
"A010","R080","00-00-01","05-23-11","07:48:44","AUD",10109211,3462389
"A010","R080","00-00-01","05-23-11","08:00:00","REGULAR",10109221,3462398
"A010","R080","00-00-01","05-23-11","12:00:00","REGULAR",10109391,3462733
"A010","R080","00-00-01","05-23-11","16:00:00","REGULAR",10109754,3462893
"A010","R080","00-00-01","05-23-11","20:00:00","REGULAR",10110426,3463121
"A010","R080","00-00-01","05-24-11","00:00:00","REGULAR",10110690,3463190
"A010","R080","00-00-01","05-24-11","04:00:00","REGULAR",10110727,3463197
"A010","R080","00-00-01","05-24-11","04:00:00","RECOVR",10110727,3463197
"A010","R080","00-00-01","05-24-11","08:00:00","AUD",10110770,3463278
"A010","R080","00-00-01","05-24-11","12:00:00","REGULAR",10110959,3463601
"A010","R080","00-00-01","05-24-11","16:00:00","REGULAR",10111341,3463797
"A010","R080","00-00-01","05-24-11","20:00:00","REGULAR",10111989,3464031
"A010","R080","00-00-01","05-25-11","00:00:00","REGULAR",10112297,3464091
"A010","R080","00-00-01","05-25-11","04:00:00","REGULAR",10112332,3464098
"A010","R080","00-00-01","05-25-11","04:00:00","REGULAR",10112332,3464098
"A010","R080","00-00-01","05-25-11","08:00:00","REGULAR",10112374,3464176
"A010","R080","00-00-01","05-25-11","12:00:00","REGULAR",10112583,3464510
"A010","R080","00-00-01","05-25-11","16:00:00","REGULAR",10112954,3464746
"A010","R080","00-00-01","05-25-11","20:00:00","REGULAR",10113682,3464958
"A010","R080","00-00-01","05-26-11","00:00:00","REGULAR",10113968,3465020
"A010","R080","00-00-01","05-26-11","04:00:00","REGULAR",10114011,3465027
"A010","R080","00-00-01","05-26-11","08:00:00","REGULAR",10114040,3465106
"A010","R080","00-00-01","05-26-11","12:00:00","REGULAR",10114265,3465446
"A010","R080","00-00-01","05-26-11","16:00:00","REGULAR",10114678,3465686
"A010","R080","00-00-01","05-26-11","20:00:00","REGULAR",10115397,3465939
"A010","R080","00-00-01","05-27-11","00:00:00","REGULAR",10115770,3466004
"A010","R080","00-00-01","05-27-11","04:00:00","REGULAR",10115804,3466017
"A010","R080","00-00-01","05-27-11","04:00:00","RECOVR",10115804,3466017
"A010","R080","00-00-01","05-27-11","08:00:00","AUD",10115836,3466096
"A010","R080","00-00-01","05-27-11","12:00:00","REGULAR",10116090,3466359
"A010","R080","00-00-01","05-27-11","16:00:00","REGULAR",10116543,3466605
"A010","R080","00-00-01","05-27-11","20:00:00","REGULAR",10117159,3466759
"A010","R080","00-00-02","05-21-11","00:00:00","REGULAR",7354303,2691889
"A010","R080","00-00-02","05-21-11","04:00:00","REGULAR",7354340,2691905
"A010","R080","00-00-02","05-21-11","04:00:00","RECOVR",7354340,2691905
"A010","R080","00-00-02","05-21-11","08:00:00","AUD",7354360,2691939
"A010","R080","00-00-02","05-21-11","12:00:00","REGULAR",7354482,2692023
"A010","R080","00-00-02","05-21-11","16:00:00","REGULAR",7354719,2692141
"A010","R080","00-00-02","05-21-11","20:00:00","REGULAR",7355046,2692246
"A010","R080","00-00-02","05-22-11","00:00:00","REGULAR",7355216,2692287
"A010","R080","00-00-02","05-22-11","04:00:00","REGULAR",7355236,2692305
"A010","R080","00-00-02","05-22-11","08:00:00","REGULAR",7355245,2692321
"A010","R080","00-00-02","05-22-11","12:00:00","REGULAR",7355322,2692381
"A010","R080","00-00-02","05-22-11","16:00:00","REGULAR",7355506,2692462
"A010","R080","00-00-02","05-22-11","20:00:00","REGULAR",7355746,2692513
"A010","R080","00-00-02","05-23-11","00:00:00","REGULAR",7355856,2692526
"A010","R080","00-00-02","05-23-11","04:00:00","REGULAR",7355869,2692531
"A010","R080","00-00-02","05-23-11","04:00:00","RECOVR",7355869,2692531
"A010","R080","00-00-02","05-23-11","07:48:44","REGULAR",7355889,2692581
"A010","R080","00-00-02","05-23-11","08:00:00","REGULAR",7355895,2692583
"A010","R080","00-00-02","05-23-11","12:00:00","REGULAR",7356051,2692824
"A010","R080","00-00-02","05-23-11","16:00:00","REGULAR",7356338,2692957
"A010","R080","00-00-02","05-23-11","20:00:00","REGULAR",7356855,2693087
"A010","R080","00-00-02","05-24-11","00:00:00","REGULAR",7357026,2693124
"A010","R080","00-00-02","05-24-11","04:00:00","REGULAR",7357039,2693127
"A010","R080","00-00-02","05-24-11","04:00:00","RECOVR",7357039,2693127
"A010","R080","00-00-02","05-24-11","08:00:00","REGULAR",7357067,2693204
"A010","R080","00-00-02","05-24-11","12:00:00","REGULAR",7357203,2693454
"A010","R080","00-00-02","05-24-11","16:00:00","REGULAR",7357505,2693563
"A010","R080","00-00-02","05-24-11","20:00:00","REGULAR",7358035,2693724
"A010","R080","00-00-02","05-25-11","00:00:00","REGULAR",7358262,2693758
"A010","R080","00-00-02","05-25-11","04:00:00","REGULAR",7358283,2693764
"A010","R080","00-00-02","05-25-11","04:00:00","RECOVR",7358283,2693764
"A010","R080","00-00-02","05-25-11","08:00:00","AUD",7358311,2693844
"A010","R080","00-00-02","05-25-11","12:00:00","REGULAR",7358470,2694095
"A010","R080","00-00-02","05-25-11","16:00:00","REGULAR",7358787,2694220
"A010","R080","00-00-02","05-25-11","20:00:00","REGULAR",7359348,2694352
"A010","R080","00-00-02","05-26-11","00:00:00","REGULAR",7359544,2694403
"A010","R080","00-00-02","05-26-11","04:00:00","REGULAR",7359572,2694406
"A010","R080","00-00-02","05-26-11","04:00:00","RECOVR",7359572,2694406
"A010","R080","00-00-02","05-26-11","08:00:00","AUD",7359599,2694480
"A010","R080","00-00-02","05-26-11","12:00:00","REGULAR",7359764,2694722
"A010","R080","00-00-02","05-26-11","16:00:00","REGULAR",7360085,2694894
"A010","R080","00-00-02","05-26-11","20:00:00","REGULAR",7360680,2695067
"A010","R080","00-00-02","05-27-11","00:00:00","REGULAR",7360934,2695120
"A010","R080","00-00-02","05-27-11","04:00:00","REGULAR",7360957,2695128
"A010","R080","00-00-02","05-27-11","04:00:00","RECOVR",7360957,2695128
"A010","R080","00-00-02","05-27-11","08:00:00","AUD",7360982,2695195
"A010","R080","00-00-02","05-27-11","12:00:00","REGULAR",7361164,2695384
"A010","R080","00-00-02","05-27-11","16:00:00","REGULAR",7361543,2695526
"A010","R080","00-00-02","05-27-11","20:00:00","REGULAR",7361950,2695633
"A010","R080","00-00-03","05-21-11","00:00:00","REGULAR",584187,289934
"A010","R080","00-00-03","05-21-11","04:00:00","REGULAR",584211,289942
"A010","R080","00-00-03","05-21-11","04:00:00","RECOVR",584211,289942
"A010","R080","00-00-03","05-21-11","08:00:00","AUD",584223,289964
"A010","R080","00-00-03","05-21-11","12:00:00","REGULAR",584284,290034
"A010","R080","00-00-03","05-21-11","16:00:00","REGULAR",584472,290117
"A010","R080","00-00-03","05-21-11","20:00:00","REGULAR",584734,290190
"A010","R080","00-00-03","05-22-11","00:00:00","REGULAR",584876,290213
"A010","R080","00-00-03","05-22-11","04:00:00","REGULAR",584908,290222
"A010","R080","00-00-03","05-22-11","08:00:00","REGULAR",584918,290248
"A010","R080","00-00-03","05-22-11","12:00:00","REGULAR",584978,290309
"A010","R080","00-00-03","05-22-11","16:00:00","REGULAR",585096,290378
"A010","R080","00-00-03","05-22-11","20:00:00","REGULAR",585271,290426
"A010","R080","00-00-03","05-23-11","00:00:00","REGULAR",585362,290443
"A010","R080","00-00-03","05-23-11","04:00:00","REGULAR",585367,290445
"A010","R080","00-00-03","05-23-11","04:00:00","RECOVR",585367,290445
"A010","R080","00-00-03","05-23-11","07:48:44","REGULAR",585380,290496
"A010","R080","00-00-03","05-23-11","08:00:00","REGULAR",585387,290499
"A010","R080","00-00-03","05-23-11","12:00:00","REGULAR",585493,290731
"A010","R080","00-00-03","05-23-11","16:00:00","REGULAR",585670,290820
"A010","R080","00-00-03","05-23-11","20:00:00","REGULAR",586115,290916
"A010","R080","00-00-03","05-24-11","00:00:00","REGULAR",586268,290949
"A010","R080","00-00-03","05-24-11","04:00:00","REGULAR",586279,290952
"A010","R080","00-00-03","05-24-11","04:00:00","RECOVR",586279,290952
"A010","R080","00-00-03","05-24-11","08:00:00","REGULAR",586298,291034
"A010","R080","00-00-03","05-24-11","12:00:00","REGULAR",586412,291242
"A010","R080","00-00-03","05-24-11","16:00:00","REGULAR",586625,291330
"A010","R080","00-00-03","05-24-11","20:00:00","REGULAR",587093,291475
"A010","R080","00-00-03","05-25-11","00:00:00","REGULAR",587288,291504
"A010","R080","00-00-03","05-25-11","04:00:00","REGULAR",587300,291507
"A010","R080","00-00-03","05-25-11","04:00:00","RECOVR",587300,291507
"A010","R080","00-00-03","05-25-11","08:00:00","AUD",587316,291579
"A010","R080","00-00-03","05-25-11","12:00:00","REGULAR",587428,291814
"A010","R080","00-00-03","05-25-11","16:00:00","REGULAR",587681,291905
"A010","R080","00-00-03","05-25-11","20:00:00","REGULAR",588176,292013
"A010","R080","00-00-03","05-26-11","00:00:00","REGULAR",588346,292049
"A010","R080","00-00-03","05-26-11","04:00:00","REGULAR",588372,292053
"A010","R080","00-00-03","05-26-11","04:00:00","RECOVR",588372,292053
"A010","R080","00-00-03","05-26-11","08:00:00","AUD",588396,292127
"A010","R080","00-00-03","05-26-11","12:00:00","REGULAR",588540,292347
"A010","R080","00-00-03","05-26-11","16:00:00","REGULAR",588762,292462
"A010","R080","00-00-03","05-26-11","20:00:00","REGULAR",589279,292594
"A010","R080","00-00-03","05-27-11","00:00:00","REGULAR",589507,292619
"A010","R080","00-00-03","05-27-11","04:00:00","REGULAR",589529,292627
"A010","R080","00-00-03","05-27-11","04:00:00","RECOVR",589529,292627
"A010","R080","00-00-03","05-27-11","08:00:00","AUD",589546,292686
"A010","R080","00-00-03","05-27-11","12:00:00","REGULAR",589696,292870
"A010","R080","00-00-03","05-27-11","16:00:00","REGULAR",589948,292984
"A010","R080","00-00-03","05-27-11","20:00:00","REGULAR",590336,293075
"A010","R080","00-00-04","05-21-11","00:00:00","REGULAR",1041027,566286
"A010","R080","00-00-04","05-21-11","04:00:00","REGULAR",1041068,566294
"A010","R080","00-00-04","05-21-11","04:00:00","RECOVR",1041068,566294
"A010","R080","00-00-04","05-21-11","08:00:00","AUD",1041085,566326
"A010","R080","00-00-04","05-21-11","12:00:00","REGULAR",1041161,566443
"A010","R080","00-00-04","05-21-11","16:00:00","REGULAR",1041342,566576
"A010","R080","00-00-04","05-21-11","20:00:00","REGULAR",1041663,566691
"A010","R080","00-00-04","05-22-11","00:00:00","REGULAR",1041831,566724
"A010","R080","00-00-04","05-22-11","04:00:00","REGULAR",1041857,566733
"A010","R080","00-00-04","05-22-11","08:00:00","REGULAR",1041867,566748
"A010","R080","00-00-04","05-22-11","12:00:00","REGULAR",1041933,566832
"A010","R080","00-00-04","05-22-11","16:00:00","REGULAR",1042075,566911
"A010","R080","00-00-04","05-22-11","20:00:00","REGULAR",1042311,566948
"A010","R080","00-00-04","05-23-11","00:00:00","REGULAR",1042436,566974
"A010","R080","00-00-04","05-23-11","04:00:00","REGULAR",1042443,566975
"A010","R080","00-00-04","05-23-11","04:00:00","RECOVR",1042443,566975
"A010","R080","00-00-04","05-23-11","07:48:44","REGULAR",1042468,567051
"A010","R080","00-00-04","05-23-11","08:00:00","REGULAR",1042475,567065
"A010","R080","00-00-04","05-23-11","12:00:00","REGULAR",1042598,567322
"A010","R080","00-00-04","05-23-11","16:00:00","REGULAR",1042837,567421
"A010","R080","00-00-04","05-23-11","20:00:00","REGULAR",1043399,567506
"A010","R080","00-00-04","05-24-11","00:00:00","REGULAR",1043598,567526
"A010","R080","00-00-04","05-24-11","04:00:00","REGULAR",1043620,567531
"A010","R080","00-00-04","05-24-11","04:00:00","RECOVR",1043620,567531
"A010","R080","00-00-04","05-24-11","08:00:00","REGULAR",1043643,567627
"A010","R080","00-00-04","05-24-11","12:00:00","REGULAR",1043779,567899
"A010","R080","00-00-04","05-24-11","16:00:00","REGULAR",1044029,567993
"A010","R080","00-00-04","05-24-11","20:00:00","REGULAR",1044617,568077
"A010","R080","00-00-04","05-25-11","00:00:00","REGULAR",1044849,568098
"A010","R080","00-00-04","05-25-11","04:00:00","RECOVR",1044873,568101
"A010","R080","00-00-04","05-25-11","04:00:00","AUD",1044873,568101
"A010","R080","00-00-04","05-25-11","08:00:00","REGULAR",1044889,568191
"A010","R080","00-00-04","05-25-11","12:00:00","REGULAR",1045029,568395
"A010","R080","00-00-04","05-25-11","16:00:00","REGULAR",1045294,568481
"A010","R080","00-00-04","05-25-11","20:00:00","REGULAR",1045912,568555
"A010","R080","00-00-04","05-26-11","00:00:00","REGULAR",1046133,568572
"A010","R080","00-00-04","05-26-11","04:00:00","REGULAR",1046153,568575
"A010","R080","00-00-04","05-26-11","04:00:00","RECOVR",1046153,568575
"A010","R080","00-00-04","05-26-11","08:00:00","AUD",1046169,568659
"A010","R080","00-00-04","05-26-11","12:00:00","REGULAR",1046277,568885
"A010","R080","00-00-04","05-26-11","16:00:00","REGULAR",1046520,569016
"A010","R080","00-00-04","05-26-11","20:00:00","REGULAR",1047174,569131
"A010","R080","00-00-04","05-27-11","00:00:00","REGULAR",1047428,569150
"A010","R080","00-00-04","05-27-11","04:00:00","RECOVR",1047449,569152
"A010","R080","00-00-04","05-27-11","04:00:00","AUD",1047449,569152
"A010","R080","00-00-04","05-27-11","08:00:00","REGULAR",1047467,569220
"A010","R080","00-00-04","05-27-11","12:00:00","REGULAR",1047579,569395
"A010","R080","00-00-04","05-27-11","16:00:00","REGULAR",1047913,569479
"A010","R080","00-00-04","05-27-11","20:00:00","REGULAR",1048365,569540
"A010","R080","00-00-05","05-21-11","00:00:00","REGULAR",7975908,3023193
"A010","R080","00-00-05","05-21-11","04:00:00","REGULAR",7975972,3023206
"A010","R080","00-00-05","05-21-11","04:00:00","RECOVR",7975972,3023206
"A010","R080","00-00-05","05-21-11","08:00:00","AUD",7975996,3023242
"A010","R080","00-00-05","05-21-11","12:00:00","REGULAR",7976124,3023356
"A010","R080","00-00-05","05-21-11","16:00:00","REGULAR",7976470,3023495
"A010","R080","00-00-05","05-21-11","20:00:00","REGULAR",7976907,3023635
"A010","R080","00-00-05","05-22-11","00:00:00","REGULAR",7977140,3023662
"A010","R080","00-00-05","05-22-11","04:00:00","REGULAR",7977198,3023672
"A010","R080","00-00-05","05-22-11","08:00:00","REGULAR",7977219,3023687
"A010","R080","00-00-05","05-22-11","12:00:00","REGULAR",7977306,3023781
"A010","R080","00-00-05","05-22-11","16:00:00","REGULAR",7977481,3023888
"A010","R080","00-00-05","05-22-11","20:00:00","REGULAR",7977789,3023936
"A010","R080","00-00-05","05-23-11","00:00:00","REGULAR",7977962,3023948
"A010","R080","00-00-05","05-23-11","04:00:00","REGULAR",7977983,3023952
"A010","R080","00-00-05","05-23-11","04:00:00","RECOVR",7977983,3023952
"A010","R080","00-00-05","05-23-11","07:48:44","REGULAR",7978018,3024027
"A010","R080","00-00-05","05-23-11","08:00:00","REGULAR",7978026,3024041
"A010","R080","00-00-05","05-23-11","12:00:00","REGULAR",7978197,3024264
"A010","R080","00-00-05","05-23-11","16:00:00","REGULAR",7978535,3024349
